code_comptable,bank_count,uni_count,mall_count,residential_count,population_radius,lat,lon
14500,2.0,0.0,0.0,0.0,64617,35.0617980957031,1.04589998722076
14515,12.0,4.0,1.0,0.0,95628,35.3520011901855,1.33000004291534
15801,1.0,0.0,0.0,0.0,1883,36.52527782268657,4.205399837864139
16112,15.0,1.0,2.0,0.0,246525,36.7665710449219,3.04732990264893
16115,7.0,0.0,2.0,0.0,22914,36.7848701477051,3.06204104423523
16118,11.0,1.0,1.0,0.0,217798,36.763500213623,3.04690003395081
16119,14.0,1.0,2.0,0.0,191997,36.7599983215332,3.0566999912262
16123,4.0,1.0,2.0,0.0,62979,36.7705841064453,3.00844502449036
16160,5.0,1.0,2.0,0.0,40536,36.768253326416,3.01144504547119
16161,7.0,2.0,0.0,1.0,38361,36.728428,3.150313
16182,17.0,1.0,2.0,0.0,168282,36.77292,3.056747
16203,1.0,0.0,2.0,0.0,54816,36.7328147888184,3.18724608421326
16206,2.0,0.0,0.0,12.0,48814,36.712198,3.087854
16207,1.0,1.0,1.0,0.0,8123,36.7749121,3.2624221588342097
16209,2.0,1.0,3.0,0.0,15269,36.784694,3.253846
16216,1.0,0.0,0.0,1.0,16715,36.723765,3.212943
16217,2.0,0.0,0.0,5.0,9015,36.734078,2.993778
16230,1.0,0.0,0.0,0.0,41424,36.735642,3.198039
16303,15.0,1.0,2.0,0.0,58112,36.774736,3.060156
16315,3.0,0.0,1.0,4.0,37389,36.719318,3.065341
16321,4.0,0.0,0.0,0.0,26736,36.668986,3.094076
16332,17.0,1.0,3.0,0.0,246525,36.767081,3.052232
16404,2.0,0.0,0.0,0.0,46651,36.791015625,3.01937508583069
16406,8.0,1.0,0.0,0.0,15310,36.7508544921875,2.98159003257751
16408,5.0,0.0,1.0,0.0,36400,36.7605323791504,3.01522588729858
16409,3.0,0.0,1.0,0.0,32079,36.7605323791504,3.00876092910767
16413,4.0,0.0,1.0,0.0,42573,36.7654418945312,3.01456904411316
16419,1.0,2.0,0.0,0.0,24280,36.7731056213379,2.99623894691467
16421,5.0,0.0,0.0,0.0,52531,36.769221,3.026757
16423,5.0,0.0,1.0,0.0,36400,36.7605323791504,3.01525807380676
16426,5.0,0.0,0.0,0.0,4180,36.7485580444336,3.01321601867676
16428,5.0,0.0,1.0,0.0,30275,36.7605323791504,3.01321601867676
16433,3.0,0.0,2.0,1.0,8815,36.741717,2.953241
16436,9.0,0.0,1.0,0.0,50261,36.761378,3.02472
16703,5.0,0.0,1.0,0.0,78686,36.790612,3.060641
16716,9.0,1.0,1.0,0.0,22998,36.7634391784668,2.97592401504517
16720,11.0,1.0,4.0,3.0,63747,36.735708,3.079449
16725,5.0,2.0,0.0,0.0,4094,36.64155,2.778635
16801,6.0,0.0,1.0,1.0,25020,36.7602005004883,2.96291708946228
16805,2.0,0.0,0.0,0.0,17714,36.7640495300293,2.94440293312073
16807,3.0,0.0,2.0,1.0,14258,36.7436943054199,2.95007300376892
16809,3.0,0.0,0.0,2.0,15090,36.7419013977051,2.99593901634216
16810,3.0,0.0,0.0,1.0,11307,36.7120475769043,2.99816203117371
16814,5.0,0.0,1.0,0.0,18823,36.6959915161133,2.97052597999573
16820,4.0,0.0,0.0,0.0,20681,36.7130432128906,2.83560800552368
16821,4.0,0.0,0.0,0.0,11118,36.7086753845215,2.84542798995972
16823,1.0,1.0,0.0,0.0,27925,36.7946853637695,2.90712690353394
16824,1.0,1.0,0.0,0.0,27925,36.7947158813477,2.90716505050659
16826,6.0,0.0,2.0,0.0,17526,36.7516593933105,2.89745903015137
16834,6.0,0.0,0.0,0.0,13095,36.7626304626465,2.8853440284729
16839,1.0,0.0,0.0,0.0,13948,36.7161407470703,3.01242995262146
16842,3.0,0.0,0.0,0.0,3041,36.729663848877,2.94259095191956
16846,3.0,0.0,0.0,0.0,2671,36.728271484375,2.95677804946899
16847,3.0,0.0,0.0,1.0,11307,36.7123985290527,2.99761009216309
16849,5.0,0.0,1.0,0.0,9407,36.6958236694336,2.98026704788208
16850,10.0,1.0,0.0,0.0,18581,36.7568130493164,2.98377990722656
16863,1.0,0.0,1.0,2.0,31135,36.718685,3.05833
16872,5.0,0.0,1.0,0.0,22914,36.786673,3.065808
16905,5.0,0.0,2.0,0.0,123451,36.789051,3.053979
16909,3.0,0.0,1.0,1.0,29696,36.7706,2.961844
17102,8.0,1.0,2.0,1.0,227326,34.67833,3.263115
18100,5.0,0.0,1.0,0.0,32127,36.7541580200195,6.27583312988281
18101,4.0,0.0,1.0,0.0,40649,36.8131294250488,5.77481985092163
18102,6.0,0.0,1.0,0.0,38920,36.8217697143555,5.75488996505737
18104,7.0,0.0,1.0,0.0,60097,36.8249130249023,5.76705503463745
18106,6.0,1.0,1.0,0.0,49981,36.8100738525391,5.76310586929321
18107,3.0,0.0,0.0,0.0,13469,36.7633018493652,5.89966011047363
18109,2.0,1.0,0.0,0.0,29072,36.8081283569336,5.75650978088379
18200,1.0,0.0,0.0,0.0,1389,36.660530090332,5.79025983810425
18207,2.0,0.0,0.0,0.0,1587,36.773250579834,5.60977983474731
18300,3.0,0.0,0.0,0.0,29783,36.7687301635742,5.89759016036987
18311,3.0,0.0,0.0,0.0,29633,36.7722587585449,5.89555978775024
18318,3.0,0.0,0.0,0.0,29633,36.7710418701172,5.89600992202759
18400,5.0,0.0,1.0,0.0,29046,36.7521514892578,6.27398014068604
18423,1.0,0.0,0.0,0.0,35177,36.7617416381836,6.26172494888306
19100,16.0,1.0,4.0,37.0,151699,36.1892471313477,5.41138172149658
19101,16.0,1.0,4.0,20.0,123734,36.1879615783691,5.40809202194214
19102,15.0,2.0,4.0,7.0,112546,36.2004013061523,5.40268516540527
19103,14.0,1.0,3.0,3.0,63557,36.1771049499512,5.40591621398926
19104,16.0,1.0,4.0,59.0,126940,36.1959991455078,5.41950082778931
19105,15.0,1.0,4.0,59.0,45004,36.1861839294434,5.43042898178101
19111,11.0,2.0,2.0,3.0,83941,36.1951637268066,5.38501691818237
19115,16.0,1.0,4.0,59.0,93719,36.190559387207,5.42490482330322
19116,2.0,2.0,0.0,1.0,14907,36.2097930908203,5.37643384933472
19122,14.0,2.0,4.0,58.0,73461,36.2054824829102,5.43171882629395
19123,8.0,1.0,2.0,56.0,7790,36.1970977783203,5.45154809951782
19124,5.0,1.0,1.0,54.0,11622,36.2153816223145,5.44625186920166
19126,7.0,0.0,1.0,56.0,2908,36.180855,5.451973
19130,16.0,1.0,4.0,39.0,140192,36.19112,5.41373
19705,8.0,1.0,2.0,57.0,20860,36.2048187255859,5.44508695602417
19710,16.0,1.0,4.0,49.0,125811,36.1969032287598,5.41508722305298
20100,3.0,1.0,1.0,0.0,69311,34.8325576782227,0.150061994791031
20101,3.0,1.0,1.0,0.0,64021,34.8311309814453,0.139503002166748
20105,3.0,1.0,1.0,0.0,38896,34.8204116821289,0.153059005737305
20106,3.0,2.0,1.0,0.0,69352,34.8560600280762,0.149211004376411
20109,3.0,2.0,1.0,0.0,65558,34.8485145568848,0.146621003746986
20110,1.0,0.0,0.0,0.0,606,34.7418518066406,0.156987398862839
20113,3.0,2.0,1.0,0.0,80433,34.8430557250977,0.150998994708061
20115,3.0,1.0,1.0,0.0,7354,34.8361968994141,0.174462005496025
20116,3.0,1.0,1.0,0.0,68931,34.8302067,0.1502692
20200,1.0,0.0,0.0,0.0,12173,34.7585945129395,0.145169109106064
21100,13.0,1.0,1.0,0.0,40654,36.8847274780273,6.90257883071899
21101,13.0,1.0,1.0,0.0,44664,36.8823127746582,6.90634202957153
21102,13.0,2.0,1.0,0.0,73541,36.8658180236816,6.89962863922119
21103,3.0,0.0,0.0,0.0,3574,36.9029083251953,6.87806367874146
21106,13.0,2.0,1.0,0.0,74822,36.8698616027832,6.91347980499268
21111,10.0,2.0,1.0,0.0,32214,36.8610801696777,6.92475557327271
21113,8.0,2.0,1.0,0.0,33156,36.8561243,6.9256458
21205,1.0,1.0,1.0,0.0,10967,36.8442802429199,6.93198823928833
22100,15.0,1.0,1.0,2.0,114788,35.1909921,-0.6354427
22109,15.0,1.0,1.0,1.0,81287,35.185955,-0.635054
22117,14.0,1.0,2.0,2.0,65645,35.212454,-0.62497
22120,1.0,0.0,1.0,2.0,41176,35.220921,-0.643018
22122,15.0,1.0,2.0,2.0,103564,35.207063,-0.632193
22126,15.0,1.0,1.0,1.0,66457,35.186844,-0.623971
22127,15.0,1.0,1.0,2.0,114788,35.1907399,-0.6341153
22206,11.0,1.0,5.0,0.0,44767,35.299438,-1.135531
22212,15.0,1.0,1.0,0.0,63837,35.18639,-0.645798
22301,11.0,1.0,5.0,0.0,28730,35.3063881,-1.1302035
22308,15.0,0.0,2.0,0.0,331858,35.700713,-0.636211
22317,11.0,1.0,5.0,0.0,27671,35.31327,-1.131118
22318,7.0,2.0,1.0,4.0,24309,35.7034599,-0.5718872
22324,1.0,0.0,0.0,0.0,10020,35.166561,-0.686648
22400,15.0,1.0,2.0,2.0,131109,35.195419,-0.628588
22409,17.0,0.0,2.0,0.0,309675,35.704471,-0.62979
22420,15.0,1.0,2.0,2.0,119261,35.1970711,-0.6310501
22504,15.0,1.0,1.0,1.0,81287,35.1865145,-0.6366084
22511,4.0,2.0,0.0,1.0,33639,35.66208,-0.633466
22513,6.0,0.0,0.0,0.0,17050,35.307658,-1.375141
23100,6.0,0.0,0.0,0.0,54363,36.9028778076172,7.75986003875732
23102,2.0,0.0,0.0,0.0,39074,36.9124336242676,7.76406002044678
23104,1.0,0.0,0.0,0.0,37468,36.9245071411133,7.75989294052124
23106,4.0,0.0,0.0,0.0,74436,36.9042510986328,7.75179100036621
23113,2.0,1.0,0.0,1.0,31431,36.8964309692383,7.73093414306641
23116,5.0,0.0,0.0,0.0,23009,36.8980712890625,7.76245594024658
23123,1.0,0.0,0.0,0.0,9944,36.8867034912109,7.7116231918335
23124,1.0,0.0,2.0,0.0,36469,36.8799476623535,7.72541379928589
23127,1.0,1.0,0.0,1.0,51808,36.9114074707031,7.73557996749878
23129,1.0,1.0,2.0,0.0,5862,36.8770179748535,7.71377420425415
23130,2.0,1.0,0.0,0.0,82691,36.8947830200195,7.74507617950439
23132,5.0,0.0,0.0,0.0,71891,36.895546,7.758763
24100,5.0,1.0,3.0,0.0,83823,36.4630393981934,7.43136978149414
24101,5.0,1.0,3.0,0.0,65832,36.4682197570801,7.41944980621338
24102,5.0,1.0,3.0,0.0,57838,36.4595794677734,7.42136001586914
24103,5.0,1.0,3.0,0.0,24815,36.460620880127,7.40993022918701
24104,5.0,0.0,2.0,0.0,28716,36.4680213928223,7.45981979370117
24105,5.0,1.0,2.0,0.0,23546,36.4464302062988,7.44361019134521
24108,5.0,1.0,3.0,0.0,67385,36.4611206054688,7.43942022323608
24109,5.0,0.0,2.0,0.0,45771,36.4693717956543,7.44905996322632
24110,5.0,1.0,3.0,0.0,13944,36.4452018737793,7.42477989196777
24300,1.0,0.0,0.0,0.0,18315,36.4735412597656,7.7278299331665
24402,1.0,0.0,0.0,0.0,6678,36.2436485290527,7.25015020370483
25128,8.0,1.0,1.0,0.0,38522,36.8657771,6.9142327
25319,7.0,1.0,1.0,0.0,40596,36.869488,6.901462
26100,8.0,1.0,3.0,0.0,78097,36.2675018310547,2.75009989738464
26105,8.0,2.0,3.0,0.0,75837,36.263168,2.761799
26115,8.0,1.0,3.0,0.0,69867,36.2774772644043,2.75354695320129
26117,8.0,2.0,3.0,0.0,61883,36.265344,2.766957
26118,8.0,0.0,3.0,0.0,55570,36.271735,2.735863
26208,1.0,0.0,0.0,0.0,1304,36.2106170654297,3.32093000411987
26301,3.0,0.0,0.0,0.0,38325,36.13516,2.91085
26414,4.0,0.0,0.0,0.0,20865,35.8874397277832,2.75955510139465
26422,4.0,0.0,0.0,0.0,22710,35.8769676,2.7294384
26700,1.0,0.0,0.0,0.0,16177,36.4120937,3.311158
27107,8.0,1.0,0.0,0.0,60065,35.930267,0.094365
27109,1.0,1.0,0.0,0.0,7464,35.914045,0.0723544
27117,9.0,1.0,0.0,0.0,67204,35.93115,0.08918
27206,5.0,1.0,0.0,0.0,49751,35.926943,0.077891
27303,9.0,1.0,0.0,0.0,62914,35.934655,0.081794
27304,11.0,0.0,2.0,0.0,22435,35.395307,0.145275
28113,12.0,1.0,2.0,0.0,98120,35.708196,4.520869
28114,12.0,1.0,2.0,0.0,46864,35.740115,4.548037
28301,2.0,0.0,0.0,0.0,49632,35.1939919,4.1650417
28307,1.0,0.0,0.0,0.0,168,35.1921234130859,4.24570894241333
28309,2.0,0.0,0.0,0.0,114229,35.2230758666992,4.1620659828186
28313,8.0,1.0,3.0,1.0,189980,34.6633883,3.2598999045454544
28314,1.0,0.0,0.0,0.0,133,35.2167587280273,4.11314821243286
28317,1.0,0.0,0.0,0.0,11300,35.887681,3.152342
28602,2.0,0.0,0.0,0.0,95996,35.22049392235001,4.202210152189259
29100,11.0,2.0,2.0,0.0,53590,35.3942756652832,0.136649996042252
29101,11.0,2.0,2.0,0.0,72584,35.3979301452637,0.135971993207932
29104,11.0,0.0,2.0,0.0,14540,35.3838195800781,0.142573997378349
29106,11.0,1.0,2.0,0.0,29065,35.3847351074219,0.129512995481491
29107,11.0,2.0,2.0,0.0,82964,35.4035148620605,0.136046007275581
29108,11.0,2.0,2.0,0.0,45786,35.4013442993164,0.149557992815971
29109,11.0,2.0,2.0,0.0,61668,35.4035530090332,0.121413998305798
29110,11.0,2.0,2.0,0.0,64677,35.411979675293,0.131639003753662
29111,11.0,2.0,2.0,0.0,59348,35.410327911377,0.12941700220108
29112,11.0,2.0,2.0,0.0,64286,35.4020233154297,0.124711997807026
29113,11.0,0.0,2.0,0.0,24792,35.3932456970215,0.15022300183773
29211,4.0,1.0,0.0,0.0,13231,35.426197052002,0.141742005944252
29212,2.0,0.0,0.0,0.0,16679,35.2468872070312,0.157171994447708
29412,2.0,0.0,0.0,0.0,32203,35.5309219360352,-0.188281998038292
29416,1.0,0.0,0.0,0.0,10453,35.5260047912598,-0.16100800037384
29500,2.0,0.0,1.0,0.0,61270,35.5893020629883,0.0657330006361008
29501,2.0,0.0,1.0,0.0,21488,35.5817031860352,0.0704429969191551
29502,2.0,0.0,1.0,0.0,25450,35.6059684753418,0.0485339984297752
29504,2.0,0.0,1.0,0.0,4275,35.5693435668945,0.065929003059864
29515,2.0,0.0,1.0,0.0,29077,35.5935249328613,0.0773129984736443
29600,2.0,0.0,0.0,0.0,16718,35.2494163513184,0.160344004631042
29610,8.0,2.0,2.0,0.0,17372,35.3933143615723,0.10801500082016
29611,1.0,0.0,0.0,0.0,8841,35.1165962219238,0.0872529968619347
29613,2.0,0.0,0.0,0.0,15808,35.242862701416,0.157951295375824
29618,1.0,0.0,0.0,0.0,7651,35.1237335205078,0.0882640033960342
30106,11.0,1.0,1.0,0.0,113849,31.968958,5.305171
30119,11.0,1.0,1.0,0.0,173448,31.947996,5.32006
30122,11.0,1.0,1.0,0.0,46363,31.941688,5.296164
30130,12.0,1.0,1.0,0.0,1537,32.0205423,5.3314394
30132,11.0,1.0,1.0,0.0,136733,31.954456,5.305887
31100,11.0,0.0,1.0,0.0,114561,35.7029075622559,-0.645645976066589
31102,10.0,0.0,1.0,0.0,105840,35.708251953125,-0.643968999385834
31105,11.0,0.0,1.0,0.0,159203,35.700353,-0.642459
31107,4.0,0.0,2.0,0.0,116289,35.7033882141113,-0.628799021244049
31109,3.0,0.0,0.0,0.0,108947,35.6974449157715,-0.615764975547791
31112,1.0,0.0,0.0,0.0,65937,35.6795272827148,-0.661902010440826
31116,1.0,0.0,1.0,0.0,111656,35.7070617675781,-0.617731988430023
31134,7.0,0.0,1.0,0.0,73578,35.7047805786133,-0.600445985794067
31135,3.0,0.0,0.0,0.0,55769,35.6894721984863,-0.608727991580963
31143,3.0,0.0,2.0,0.0,116289,35.705803,-0.627692
31147,7.0,0.0,1.0,0.0,202053,35.6950035095215,-0.633948028087616
31155,8.0,0.0,0.0,0.0,116197,35.695259,-0.652638
31156,1.0,0.0,1.0,0.0,21351,35.725103,-0.587938
31157,6.0,0.0,1.0,0.0,202053,35.6950607299805,-0.632849991321564
31159,2.0,0.0,0.0,0.0,141004,35.6913,-0.624375
31204,1.0,0.0,1.0,0.0,14937,35.72516,-0.588257
31231,2.0,1.0,0.0,0.0,18332,35.6645317077637,-0.634473979473114
31241,3.0,0.0,1.0,0.0,22458,35.7214622497559,-0.592768013477325
31249,1.0,0.0,0.0,0.0,86162,35.6794368,-0.6672556
32108,4.0,1.0,0.0,0.0,47438,33.669621,1.028398
32111,4.0,1.0,0.0,0.0,105517,33.68939,1.023621
32113,4.0,1.0,0.0,0.0,107753,33.68592069616224,1.0106308846459238
32314,3.0,0.0,0.0,0.0,19400,36.149081,0.839263
